,AMAD,AMTD,Nuclide,Subject,Activity,Solubility,f1,CED,Gonads,R-Marrow,Colon,Lungs,Stomach,Bladder,Breasts,Liver,Oesophagus,Thyroid,Skin,Bone Surface,Muscle,Brain,SI-Wall,Kidneys,Pancreas,Spleen,Thymus,Uterus,Adrenals,Extrathoracic Tissues,Remainder
0,0.000926160023234729,0.0006,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,1.1569869689515928e-08,2.651270497152396e-11,6.241430496180035e-11,4.4928670545315873e-11,1.4322803004248999e-10,8.387452543732921e-11,4.0292017964122454e-10,3.5021028874294976e-11,2.6855495623152112e-11,9.78368287570344e-11,2.298196650032252e-07,4.183709174697113e-11,8.285911255105244e-11,7.990463959556649e-11,9.251272143724594e-11,2.5547067136317887e-11,2.4322167872258958e-11,3.004609095770202e-11,2.7412467605802732e-11,9.78368287570344e-11,3.0917015644547377e-11,2.7257801643255118e-11,6.544508324734571e-09,8.14359190833258e-11
1,0.001625359248750777,0.001,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,1.2363108631054977e-08,2.815920994073976e-11,6.524116428037446e-11,4.5939566243718796e-11,2.1268252362313526e-10,8.116302040030203e-11,4.3030805171676004e-10,3.681180944726678e-11,2.8450149987754717e-11,1.019238668089688e-10,2.454694256129416e-07,4.3826773529787395e-11,8.646934505820304e-11,8.331687788241187e-11,9.632048409620841e-11,2.6922278471904984e-11,2.5775653914395497e-11,3.153809848727655e-11,2.8873805455932734e-11,1.019238668089688e-10,3.293552257565568e-11,2.886518131346832e-11,5.975673362154817e-09,8.44940078025495e-11
2,0.003840888687464508,0.002,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,1.3952170271767511e-08,3.144602409380846e-11,7.074307447688459e-11,4.7680137855412046e-11,3.100579078421709e-10,7.451686925321862e-11,4.853481331465736e-10,4.033655709477476e-11,3.162535810817541e-11,1.0981448554098475e-10,2.769247356764805e-07,4.771731567507842e-11,9.347103283353604e-11,8.992142377710968e-11,1.0365852299527619e-10,2.9634795543447214e-11,2.8670024406268043e-11,3.446103330056332e-11,3.1756405273989065e-11,1.0981448554098475e-10,3.698036583940428e-11,3.206351368901197e-11,4.703949746180914e-09,9.032828427578484e-11
3,0.005955571191067876,0.003,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,1.4935859219586334e-08,3.34422832576224e-11,7.390189261564507e-11,4.813407012244955e-11,3.3836853362593625e-10,6.780530876989672e-11,5.195552126685017e-10,4.242216255860022e-11,3.355368892592984e-11,1.1425697460481629e-10,2.9648293883653253e-07,4.997875449116966e-11,9.74552381553253e-11,9.365772891209114e-11,1.0776713160249666e-10,3.12113030800205e-11,3.042161302736653e-11,3.613158568803677e-11,3.344722810420131e-11,1.1425697460481629e-10,3.9470107690341026e-11,3.3998984925130637e-11,3.722879113225142e-09,9.349805255516405e-11
4,0.009876931143294482,0.005,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,1.562195275004802e-08,3.4752020667035085e-11,7.552048687667588e-11,4.72161415598693e-11,3.20036178744479e-10,5.80058317080077e-11,5.43578844193128e-10,4.3642181868436255e-11,3.480632527992421e-11,1.1630610060129392e-10,3.1023504882670054e-07,5.1206092907510464e-11,9.940356657841036e-11,9.543071867247635e-11,1.0960862444969659e-10,3.210222975411317e-11,3.155164041910443e-11,3.7005660107942765e-11,3.442487086095661e-11,1.1630610060129392e-10,4.117039079912873e-11,3.52436051835664e-11,2.598404965759292e-09,9.467397441814819e-11
5,0.01951282699012747,0.01,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,1.5502267105292596e-08,3.4294077458821234e-11,7.349997135306375e-11,4.404930600248981e-11,2.4500601548732616e-10,4.594340697530472e-11,5.397352225826909e-10,4.2723860107703266e-11,3.4310638646619533e-11,1.1282051436276691e-10,3.080774681108754e-07,4.994902583405387e-11,9.659061115883334e-11,9.26444028636308e-11,1.0624197157443609e-10,3.137864977635948e-11,3.109004458208464e-11,3.604374965440462e-11,3.3685935425518756e-11,1.1282051436276691e-10,4.076768649295821e-11,3.471652025879364e-11,1.5048768672263523e-09,9.14026424791543e-11
6,0.03811216595919334,0.02,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,1.4430514559866786e-08,3.1832873552264634e-11,6.774500100639895e-11,3.962466815950903e-11,1.7722045765328934e-10,3.703937857935457e-11,5.026442785462008e-10,3.949978322874959e-11,3.183391679489988e-11,1.0380848828447634e-10,2.8692236394276003e-07,4.6092766022361315e-11,8.89544425382696e-11,8.52783339551566e-11,9.771483484600639e-11,2.89774745549209e-11,2.883818834244257e-11,3.3225158575164227e-11,3.113018705226583e-11,1.0380848828447634e-10,3.791115341310372e-11,3.219723395241007e-11,8.915855380609616e-10,8.388903884364312e-11
7,0.05592220309064969,0.03,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,1.2914412909517019e-08,2.8469241765084443e-11,6.048855342519782e-11,3.5165921451728177e-11,1.4727336839220829e-10,3.191968733932444e-11,4.4988528533751044e-10,3.5294275947878065e-11,2.8467814211507483e-11,9.265226498282356e-11,2.5680950329330875e-07,4.116704873314449e-11,7.941098220831905e-11,7.612041378299641e-11,8.720482795665089e-11,2.588346844783433e-11,2.5786941071623108e-11,2.9665188784321826e-11,2.781170127697579e-11,9.265226498282356e-11,3.3920140798936893e-11,2.8789752973350436e-11,6.92294816103794e-10,7.482860984297932e-11
8,0.08968701655613677,0.05,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,1.0412399927202636e-08,2.2948033022049486e-11,4.874332164511249e-11,2.8261715690301288e-11,1.1459171174506806e-10,2.5356353851018683e-11,3.6274349328357395e-10,2.8446583581285357e-11,2.2948433235558704e-11,7.465581047812096e-11,2.0706700773242508e-07,3.3175893586401684e-11,6.398901383201756e-11,6.133548162058374e-11,7.026419696233543e-11,2.0853832990185738e-11,2.0785874318889968e-11,2.3898837242379888e-11,2.2410994626226642e-11,7.465581047812096e-11,2.7346380252930595e-11,2.3206748005090033e-11,5.368089860217318e-10,6.028393044159862e-11
9,0.167566269892856,0.1,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,7.561260222582571e-09,1.6697481796959667e-11,3.5653835268539777e-11,2.0955034255068206e-11,8.042713534123212e-11,2.0188668658919827e-11,2.6342590773531986e-10,2.076390689928461e-11,1.6707656381370798e-11,5.467677980391407e-11,1.5036705787325516e-07,2.424689192244826e-11,4.683397020949454e-11,4.4906880754180436e-11,5.14739294424441e-11,1.521999757307381e-11,1.5133508935221993e-11,1.746596590941973e-11,1.6354252518182564e-11,5.467677980391407e-11,1.987624607192086e-11,1.6899007697983996e-11,5.743115099356093e-10,4.422701150509535e-11
10,0.312950005914161,0.2,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,6.407966952450828e-09,1.427799147448269e-11,3.101420304613306e-11,1.945418489937515e-11,6.128569100778271e-11,2.407678696254068e-11,2.232679577755243e-10,1.7922381279243194e-11,1.4295983417231784e-11,4.775979239676986e-11,1.2742173596054553e-07,2.102896709600444e-11,4.082253140977717e-11,3.9192026700536097e-11,4.500939999879574e-11,1.319567274284744e-11,1.296144493760629e-11,1.5209456716661144e-11,1.4145111366437854e-11,4.775979239676986e-11,1.6911988664622794e-11,1.4476227984260335e-11,1.065655389798439e-09,3.888062980515907e-11
11,0.3,0.190943809269768,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,6.695306566583505e-09,1.491086379501508e-11,3.234868802596532e-11,2.0230066069547294e-11,6.458365332367937e-11,2.4759906313749753e-11,2.3327771890189005e-10,1.8702794643609177e-11,1.4927629128033444e-11,4.980029452934361e-11,1.3313573791425563e-07,2.193803159233087e-11,4.257304689078676e-11,4.086944193726302e-11,4.692953524203523e-11,1.3770345591994566e-11,1.3533999520279595e-11,1.5866824054049766e-11,1.4761732728202643e-11,4.980029452934361e-11,1.7666374771090577e-11,1.5115094048697264e-11,1.0730965900202937e-09,4.0525756375855555e-11
12,0.5,0.331623523904585,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,6.950431546313847e-09,1.563254209909176e-11,3.44753875909593e-11,2.3053714280990736e-11,5.910945827976594e-11,3.413857952796494e-11,2.4219189859153497e-10,1.9777796881524727e-11,1.5651119746833004e-11,5.3284426051648387e-11,1.381959379387313e-07,2.331135124276737e-11,4.546059115178648e-11,4.369637694467843e-11,5.0266753610489895e-11,1.465409818539845e-11,1.420867618435717e-11,1.6955152024983367e-11,1.5660178180291792e-11,5.3284426051648387e-11,1.842049387049467e-11,1.586874083563291e-11,1.7647462922293613e-09,4.363805416760236e-11
13,0.7,0.472682461978378,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,7.588495845579679e-09,1.7166605082392545e-11,3.8214903660650566e-11,2.6494977030019015e-11,5.978083491776326e-11,4.271705267722633e-11,2.644402909998028e-10,2.1826201685397973e-11,1.7187328506284304e-11,5.919551162546757e-11,1.5087340170825817e-07,2.5796716520458366e-11,5.044711123486335e-11,4.8523760028043565e-11,5.5876805687911e-11,1.6231010332952514e-11,1.5615395790455278e-11,1.8823495767688478e-11,1.731427109974246e-11,5.919551162546757e-11,2.0163645468953552e-11,1.7439820043092613e-11,2.3452220475185505e-09,4.8652040752233134e-11
14,1.0,0.684264618330735,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,8.4871519991744e-09,1.9289798620921368e-11,4.329326085771556e-11,3.083916275074662e-11,6.290694755077332e-11,5.273501855161242e-11,2.957676578611438e-10,2.4635766483927216e-11,1.931753459594128e-11,6.718935853132544e-11,1.687308513476329e-07,2.918407782547911e-11,5.720449712780437e-11,5.505550981848549e-11,6.345330058464203e-11,1.836429528409935e-11,1.7560133724416328e-11,2.1340477117398007e-11,1.9565594387339752e-11,6.718935853132544e-11,2.2599061366027517e-11,1.961303907399004e-11,3.0246235530648975e-09,5.538287360241216e-11
15,2.0,1.39031623891994,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,1.0070576265461193e-08,2.3019886556225015e-11,5.236574390784385e-11,3.832976251834922e-11,7.00444416796184e-11,6.971869783691273e-11,3.509578451053404e-10,2.9642659996177635e-11,2.308736051992827e-11,8.151421496547668e-11,2.0019278078420943e-07,3.522866046444068e-11,6.929332652900339e-11,6.674351419842789e-11,7.702931177537348e-11,2.2096097958208593e-11,2.098968167139724e-11,2.576259090085151e-11,2.35309024411169e-11,8.151421496547668e-11,2.6884961232117193e-11,2.3453822623361332e-11,4.305656998735787e-09,6.745775054137379e-11
16,3.0,2.09701887276191,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,1.0476402945396534e-08,2.4000167569176195e-11,5.502863389008285e-11,4.0555273816894885e-11,7.145390218050561e-11,7.53329131372186e-11,3.651012023514714e-10,3.106906254581115e-11,2.41066797576723e-11,8.580447371750203e-11,2.0825117405857323e-07,3.6982148825271974e-11,7.287599350698864e-11,7.022104661305774e-11,8.110484849745641e-11,2.3107760702799633e-11,2.1908702805329847e-11,2.699500157274131e-11,2.4623697645363816e-11,8.580447371750203e-11,2.7996790881507378e-11,2.4491627621833316e-11,4.872681383079805e-09,7.114139698253392e-11
17,5.0,3.51090047159474,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,1.0275016429147697e-08,2.359070475057722e-11,5.464318630936921e-11,4.0432558446841e-11,6.854694843712651e-11,7.659338086460246e-11,3.5808247415450957e-10,3.075628065707356e-11,2.3749689248232766e-11,8.538530088292503e-11,2.0423870329492431e-07,3.667791978699008e-11,7.243891084395851e-11,6.983061996364295e-11,8.073149302177546e-11,2.2781829009939218e-11,2.1569413867601475e-11,2.6681931328365185e-11,2.4307923966822362e-11,8.538530088292503e-11,2.7487123328382302e-11,2.4128693062643228e-11,5.254906519066497e-09,7.094678021934709e-11
18,7.0,4.92496943275643,I-131,AdultMale,MemberOfPublicFullDay,F,1.0,9.780588134997689e-09,2.248269434766338e-11,5.24129594713784e-11,3.882455516171912e-11,6.413905361429574e-11,7.430060981198263e-11,3.4085228447326096e-10,2.944592998141047e-11,2.2669537804151092e-11,8.200909671469844e-11,1.9440646497366516e-07,3.515460551049724e-11,6.952609758182767e-11,6.704026141596433e-11,7.755181629925038e-11,2.17469120468303e-11,2.057796178618161e-11,2.5510958632596828e-11,2.3226236094686565e-11,8.200909671469844e-11,2.6179610957641563e-11,2.3030230637800378e-11,5.283602199990229e-09,6.822873196344625e-11
