,AMAD,AMTD,Nuclide,Subject,Activity,Solubility,f1,CED,Gonads,R-Marrow,Colon,Lungs,Stomach,Bladder,Breasts,Liver,Oesophagus,Thyroid,Skin,Bone Surface,Muscle,Brain,SI-Wall,Kidneys,Pancreas,Spleen,Thymus,Uterus,Adrenals,Extrathoracic Tissues,Remainder
0,0.000926160023234729,0.0006,H-3,3MonthOld,MemberOfPublicFullDay,S,0.02,1.4619950108274734e-10,6.973961369621409e-13,6.973961369621409e-13,1.0819329426711503e-09,8.728418447689903e-11,4.4269363183936715e-11,6.973961369621409e-13,6.973961369621409e-13,6.973961369621409e-13,6.973961369621409e-13,6.973961369621409e-13,6.973961369621409e-13,6.973961369621409e-13,6.973961369621409e-13,6.973961369621409e-13,9.96534303740373e-11,6.973961369621409e-13,6.973961369621409e-13,6.973961369621409e-13,6.973961369621409e-13,6.973961369621409e-13,6.973961369621409e-13,1.1116831727334052e-11,3.393170442026745e-12
1,0.001625359248750777,0.001,H-3,3MonthOld,MemberOfPublicFullDay,S,0.02,1.653534259268723e-10,7.522353837534691e-13,7.522353837534691e-13,1.148468500248197e-09,1.7733027734801675e-10,4.694291173948433e-11,7.522353837534691e-13,7.522353837534691e-13,7.522353837534691e-13,7.522353837534691e-13,7.522353837534691e-13,7.522353837534691e-13,7.522353837534691e-13,7.522353837534691e-13,7.522353837534691e-13,1.0578766956861382e-10,7.522353837534691e-13,7.522353837534691e-13,7.522353837534691e-13,7.522353837534691e-13,7.522353837534691e-13,7.522353837534691e-13,1.0389201782345603e-11,3.6120866034793727e-12
2,0.003840888687464508,0.002,H-3,3MonthOld,MemberOfPublicFullDay,S,0.02,2.3392507000279545e-10,8.686735284453607e-13,8.686735284453607e-13,1.279274705449883e-09,6.119521545121141e-10,5.218989012759524e-11,8.686735284453607e-13,8.686735284453607e-13,8.686735284453607e-13,8.686735284453607e-13,8.686735284453607e-13,8.686735284453607e-13,8.686735284453607e-13,8.686735284453607e-13,8.686735284453607e-13,1.178548289541048e-10,8.686735284453607e-13,8.686735284453607e-13,8.686735284453607e-13,8.686735284453607e-13,8.686735284453607e-13,8.686735284453607e-13,8.772865080611384e-12,4.050852205231841e-12
3,0.005955571191067876,0.003,H-3,3MonthOld,MemberOfPublicFullDay,S,0.02,4.309624841250433e-10,9.7116326156376e-13,9.7116326156376e-13,1.3478706392381857e-09,2.181995089441037e-09,5.491278139867071e-11,9.7116326156376e-13,9.7116326156376e-13,9.7116326156376e-13,9.7116326156376e-13,9.7116326156376e-13,9.7116326156376e-13,9.7116326156376e-13,9.7116326156376e-13,9.7116326156376e-13,1.242164212904206e-10,9.7116326156376e-13,9.7116326156376e-13,9.7116326156376e-13,9.7116326156376e-13,9.7116326156376e-13,9.7116326156376e-13,7.388466268456567e-12,4.321531827470138e-12
4,0.009876931143294482,0.005,H-3,3MonthOld,MemberOfPublicFullDay,S,0.02,1.187945051474089e-09,1.1605603354700976e-12,1.1605603354700976e-12,1.3488953760353075e-09,8.488210768614012e-09,5.4850510306022945e-11,1.1605603354700976e-12,1.1605603354700976e-12,1.1605603354700976e-12,1.1605603354700976e-12,1.1605603354700976e-12,1.1605603354700976e-12,1.1605603354700976e-12,1.1605603354700976e-12,1.1605603354700976e-12,1.2446306648241135e-10,1.1605603354700976e-12,1.1605603354700976e-12,1.1605603354700976e-12,1.1605603354700976e-12,1.1605603354700976e-12,1.1605603354700976e-12,5.695528444287022e-12,4.5104456304120524e-12
5,0.01951282699012747,0.01,H-3,3MonthOld,MemberOfPublicFullDay,S,0.02,3.0854263543218874e-09,1.5115580400623563e-12,1.5115580400623563e-12,1.1969895997689442e-09,2.4457078039892767e-08,4.852004290090759e-11,1.5115580400623563e-12,1.5115580400623563e-12,1.5115580400623563e-12,1.5115580400623563e-12,1.5115580400623563e-12,1.5115580400623563e-12,1.5115580400623563e-12,1.5115580400623563e-12,1.5115580400623563e-12,1.1084174583560787e-10,1.5115580400623563e-12,1.5115580400623563e-12,1.5115580400623563e-12,1.5115580400623563e-12,1.5115580400623563e-12,1.5115580400623563e-12,4.0724246508854564e-12,4.480263414722301e-12
6,0.03811216595919334,0.02,H-3,3MonthOld,MemberOfPublicFullDay,S,0.02,4.503214207200704e-09,1.7120863118500147e-12,1.7120863118500147e-12,9.960940076939572e-10,3.648027692103072e-08,4.025487374253414e-11,1.7120863118500147e-12,1.7120863118500147e-12,1.7120863118500147e-12,1.7120863118500147e-12,1.7120863118500147e-12,1.7120863118500147e-12,1.7120863118500147e-12,1.7120863118500147e-12,1.7120863118500147e-12,9.26124171396135e-11,1.7120863118500147e-12,1.7120863118500147e-12,1.7120863118500147e-12,1.7120863118500147e-12,1.7120863118500147e-12,1.7120863118500147e-12,3.1428162859437445e-12,4.179599612966277e-12
7,0.05592220309064969,0.03,H-3,3MonthOld,MemberOfPublicFullDay,S,0.02,4.42915856837506e-09,1.6067184049154821e-12,1.6067184049154821e-12,8.626514375158336e-10,3.6002714283911795e-08,3.482977584159942e-11,1.6067184049154821e-12,1.6067184049154821e-12,1.6067184049154821e-12,1.6067184049154821e-12,1.6067184049154821e-12,1.6067184049154821e-12,1.6067184049154821e-12,1.6067184049154821e-12,1.6067184049154821e-12,8.030756042267082e-11,1.6067184049154821e-12,1.6067184049154821e-12,1.6067184049154821e-12,1.6067184049154821e-12,1.6067184049154821e-12,1.6067184049154821e-12,2.682272389242024e-12,3.742896877045339e-12
8,0.08968701655613677,0.05,H-3,3MonthOld,MemberOfPublicFullDay,S,0.02,3.727060739874722e-09,1.3244939052025403e-12,1.3244939052025403e-12,6.843378909556329e-10,3.03391138044132e-08,2.7617865514143176e-11,1.3244939052025403e-12,1.3244939052025403e-12,1.3244939052025403e-12,1.3244939052025403e-12,1.3244939052025403e-12,1.3244939052025403e-12,1.3244939052025403e-12,1.3244939052025403e-12,1.3244939052025403e-12,6.374874877296469e-11,1.3244939052025403e-12,1.3244939052025403e-12,1.3244939052025403e-12,1.3244939052025403e-12,1.3244939052025403e-12,1.3244939052025403e-12,2.128276788727586e-12,3.018823293933196e-12
9,0.167566269892856,0.1,H-3,3MonthOld,MemberOfPublicFullDay,S,0.02,2.646887251505633e-09,9.496487309858208e-13,9.496487309858208e-13,5.02487161220726e-10,2.1529029490842675e-08,2.0293758080009852e-11,9.496487309858208e-13,9.496487309858208e-13,9.496487309858208e-13,9.496487309858208e-13,9.496487309858208e-13,9.496487309858208e-13,9.496487309858208e-13,9.496487309858208e-13,9.496487309858208e-13,4.6790435611195586e-11,9.496487309858208e-13,9.496487309858208e-13,9.496487309858208e-13,9.496487309858208e-13,9.496487309858208e-13,9.496487309858208e-13,1.8392513168195495e-12,2.194190742849366e-12
10,0.312950005914161,0.2,H-3,3MonthOld,MemberOfPublicFullDay,S,0.02,1.837700568730008e-09,7.253744546831408e-13,7.253744546831408e-13,4.5958217129311246e-10,1.4831615711416664e-08,1.8629750658605332e-11,7.253744546831408e-13,7.253744546831408e-13,7.253744546831408e-13,7.253744546831408e-13,7.253744546831408e-13,7.253744546831408e-13,7.253744546831408e-13,7.253744546831408e-13,7.253744546831408e-13,4.2679640454579155e-11,7.253744546831408e-13,7.253744546831408e-13,7.253744546831408e-13,7.253744546831408e-13,7.253744546831408e-13,7.253744546831408e-13,2.681657735218744e-12,1.8656359507814238e-12
