,AMAD,AMTD,Nuclide,Subject,Activity,Solubility,f1,CED,Gonads,R-Marrow,Colon,Lungs,Stomach,Bladder,Breasts,Liver,Oesophagus,Thyroid,Skin,Bone Surface,Muscle,Brain,SI-Wall,Kidneys,Pancreas,Spleen,Thymus,Uterus,Adrenals,Extrathoracic Tissues,Remainder
0,0.000926160023234729,0.0006,I-131,3MonthOld,MemberOfPublicFullDay,F,1.0,9.80142796989508e-08,2.549085693081025e-10,3.081293105451495e-10,1.1804654362338737e-09,7.322929337608717e-10,9.535029079798215e-10,1.0241708573085802e-09,3.528325294577959e-10,2.675709799219775e-10,1.5994687512127329e-09,1.9477467998247615e-06,2.850900694136891e-10,3.7822876736908645e-10,5.618976999204455e-10,3.21851675766803e-10,2.626024138105684e-10,2.3479971986136634e-10,2.8472295751075693e-10,2.6648698305440496e-10,1.5994687512127329e-09,2.474052964151979e-10,2.753035996580935e-10,3.958435640838749e-08,5.239155793167781e-10
1,0.001625359248750777,0.001,I-131,3MonthOld,MemberOfPublicFullDay,F,1.0,1.0469422388026181e-07,2.7041507022909283e-10,3.234247472610404e-10,1.237879368056866e-09,9.809530370691387e-10,9.197262217808888e-10,1.092876108959091e-09,3.686678920300036e-10,2.8227855284879487e-10,1.6460027202818194e-09,2.0804255095883505e-06,2.991784660790102e-10,3.9592521074891403e-10,5.834080387727019e-10,3.375009312362989e-10,2.76362543906177e-10,2.487115540721115e-10,2.9929687199123876e-10,2.808639037999898e-10,1.6460027202818194e-09,2.628000393138642e-10,2.904293302371924e-10,3.61238172224921e-08,5.39701628480738e-10
2,0.003840888687464508,0.002,I-131,3MonthOld,MemberOfPublicFullDay,F,1.0,1.1810057530010994e-07,3.0133227066943366e-10,3.5344900585210503e-10,1.3500264750343622e-09,1.3407982854009591e-09,8.37845653336432e-10,1.230814480755909e-09,3.994661359215384e-10,3.113892895413648e-10,1.7316834862749017e-09,2.3470953593415607e-06,3.268228970840397e-10,4.304761288586283e-10,6.245306906846432e-10,3.681663228359178e-10,3.0345031958728175e-10,2.76406631342284e-10,3.2795357925174096e-10,3.092744275386992e-10,1.7316834862749017e-09,2.9354836169114147e-10,3.203698994757896e-10,2.838826958542202e-08,5.689177731803884e-10
3,0.005955571191067876,0.003,I-131,3MonthOld,MemberOfPublicFullDay,F,1.0,1.2641793078961361e-07,3.2009738429454966e-10,3.7107285884785674e-10,1.412814119086925e-09,1.4581404507302072e-09,7.569020595881348e-10,1.3163261401127577e-09,4.1712548230612486e-10,3.28794387802113e-10,1.7736534768090449e-09,2.5129027971094676e-06,3.430336569385123e-10,4.504806766666508e-10,6.470331730275026e-10,3.8609698807889295e-10,3.191469202968067e-10,2.932088521391415e-10,3.4468021972551313e-10,3.261540010911229e-10,1.7736534768090449e-09,3.123282022636131e-10,3.382998742066326e-10,2.2416433940611724e-08,5.833960200677866e-10
4,0.009876931143294482,0.005,I-131,3MonthOld,MemberOfPublicFullDay,F,1.0,1.3223987829568626e-07,3.3233547991433484e-10,3.8106181555606404e-10,1.4432446032285677e-09,1.4130717483053573e-09,6.407363565490855e-10,1.3759218139241313e-09,4.261015728877401e-10,3.3947462006552653e-10,1.7770276146372607e-09,2.629494438168403e-06,3.5218368962077214e-10,4.6114379726684196e-10,6.557912416693502e-10,3.960778825798881e-10,3.278684832721131e-10,3.04091845819255e-10,3.541025717618764e-10,3.3629102626005917e-10,1.7770276146372607e-09,3.2481366822474933e-10,3.4934582743483297e-10,1.5569556107655737e-08,5.851198500384543e-10
5,0.01951282699012747,0.01,I-131,3MonthOld,MemberOfPublicFullDay,F,1.0,1.312654002620693e-07,3.277595018810513e-10,3.7244493764668356e-10,1.4016707589146326e-09,1.157430536780989e-09,5.001797790336186e-10,1.3650917768471268e-09,4.1458204610815685e-10,3.3329181832792065e-10,1.699632108470956e-09,2.611229412989089e-06,3.441537510708837e-10,4.494858252337478e-10,6.336810722679919e-10,3.867874113134081e-10,3.2019929995707276e-10,2.996985625722003e-10,3.4602521343938727e-10,3.297374480800761e-10,1.699632108470956e-09,3.2083520120487513e-10,3.4305914733409123e-10,8.916018471483992e-09,5.600861500545428e-10
6,0.03811216595919334,0.02,I-131,3MonthOld,MemberOfPublicFullDay,F,1.0,1.222183786441114e-07,3.041553821824572e-10,3.4404587965008e-10,1.2898901088994935e-09,9.04059600918328e-10,3.9875461108117997e-10,1.2707445411450567e-09,3.82066657963008e-10,3.0858561004305506e-10,1.5521722054892693e-09,2.4319309856418888e-06,3.1788296991763777e-10,4.1462116502442275e-10,5.818632944990027e-10,3.571371550678677e-10,2.9557368966013815e-10,2.7803253205724484e-10,3.1956203177427204e-10,3.050768628331219e-10,1.5521722054892693e-09,2.9797476715249485e-10,3.176719049910813e-10,5.198616293850391e-09,5.116953886625527e-10
7,0.05592220309064969,0.03,I-131,3MonthOld,MemberOfPublicFullDay,F,1.0,1.0938411097482094e-07,2.7200199099586173e-10,3.0735341381742805e-10,1.151188619109314e-09,7.703192351207083e-10,3.4253196455463854e-10,1.1372503862762499e-09,3.4113121838845803e-10,2.758205574936729e-10,1.3829117713600495e-09,2.176698967662963e-06,2.8397495170816253e-10,3.7027855461069816e-10,5.190777177586623e-10,3.1901616531548284e-10,2.6399078313559096e-10,2.48626371806741e-10,2.8545597501667025e-10,2.7263690779036943e-10,1.3829117713600495e-09,2.665274626074505e-10,2.839522973601741e-10,4.009005288811949e-09,4.5593547644491075e-10
8,0.08968701655613677,0.05,I-131,3MonthOld,MemberOfPublicFullDay,F,1.0,8.819459066692194e-08,2.1925547867263935e-10,2.4770578478120443e-10,9.271916037123068e-10,6.069019572511754e-10,2.717636289394934e-10,9.169396574630378e-10,2.748927879043631e-10,2.2231455661816422e-10,1.1138167332887641e-09,1.7550856116328318e-06,2.2886340309251114e-10,2.983950187971681e-10,4.181979942980286e-10,2.5710059389810674e-10,2.1269448285713205e-10,2.0041947381833926e-10,2.3002560224885094e-10,2.1973284686561533e-10,1.1138167332887641e-09,2.1485889144226812e-10,2.2887494734412766e-10,3.101243123528357e-09,3.672132320221041e-10
9,0.167566269892856,0.1,I-131,3MonthOld,MemberOfPublicFullDay,F,1.0,6.40474759643696e-08,1.5958177246044995e-10,1.8090655209463042e-10,6.781237501443537e-10,4.31329181697611e-10,2.181078276785391e-10,6.660616402401474e-10,2.010987946259251e-10,1.6208703248491426e-10,8.200736057591694e-10,1.2744942213138282e-06,1.6715812835016543e-10,2.1814452782858694e-10,3.06713075256505e-10,1.8783033475002114e-10,1.5529418663180268e-10,1.459243592760837e-10,1.6796030657967123e-10,1.6026943719729176e-10,8.200736057591694e-10,1.5630551122926153e-10,1.6686356514719924e-10,3.3732976546712382e-09,2.702677314997819e-10
