,AMAD,AMTD,Nuclide,Subject,Activity,Solubility,f1,CED,Gonads,R-Marrow,Colon,Lungs,Stomach,Bladder,Breasts,Liver,Oesophagus,Thyroid,Skin,Bone Surface,Muscle,Brain,SI-Wall,Kidneys,Pancreas,Spleen,Thymus,Uterus,Adrenals,Extrathoracic Tissues,Remainder
10,0.312950005914161,0.2,H-3,AdultMale,MemberOfPublicFullDay,S,0.01,3.2803211331020486e-10,2.6475779877581007e-13,2.6475779877581007e-13,4.7490854985950355e-11,2.6826757784052474e-09,1.985218813591351e-12,2.6475779877581007e-13,2.6475779877581007e-13,2.6475779877581007e-13,2.6475779877581007e-13,2.6475779877581007e-13,2.6475779877581007e-13,2.6475779877581007e-13,2.6475779877581007e-13,2.6475779877581007e-13,4.5207472880756585e-12,2.6475779877581007e-13,2.6475779877581007e-13,2.6475779877581007e-13,2.6475779877581007e-13,2.6475779877581007e-13,2.6475779877581007e-13,9.96044351021475e-13,3.536788870481068e-13
11,0.3,0.190943809269768,H-3,AdultMale,MemberOfPublicFullDay,S,0.01,3.4584193039244616e-10,2.7868447670137707e-13,2.7868447670137707e-13,4.9566871422050225e-11,2.8288499617475812e-09,2.0742729866064938e-12,2.7868447670137707e-13,2.7868447670137707e-13,2.7868447670137707e-13,2.7868447670137707e-13,2.7868447670137707e-13,2.7868447670137707e-13,2.7868447670137707e-13,2.7868447670137707e-13,2.7868447670137707e-13,4.7205300881977e-12,2.7868447670137707e-13,2.7868447670137707e-13,2.7868447670137707e-13,2.7868447670137707e-13,2.7868447670137707e-13,2.7868447670137707e-13,1.0172215634622401e-12,3.7147624887590654e-13
12,0.5,0.331623523904585,H-3,AdultMale,MemberOfPublicFullDay,S,0.01,2.656345363068006e-10,2.2884998063249414e-13,2.2884998063249414e-13,5.300416550919382e-11,2.1572035838960734e-09,2.151349613849363e-12,2.2884998063249414e-13,2.2884998063249414e-13,2.2884998063249414e-13,2.2884998063249414e-13,2.2884998063249414e-13,2.2884998063249414e-13,2.2884998063249414e-13,2.2884998063249414e-13,2.2884998063249414e-13,4.98446180487791e-12,2.2884998063249414e-13,2.2884998063249414e-13,2.2884998063249414e-13,2.2884998063249414e-13,2.2884998063249414e-13,2.2884998063249414e-13,1.5400377303064925e-12,3.284587186691011e-13
13,0.7,0.472682461978378,H-3,AdultMale,MemberOfPublicFullDay,S,0.01,2.2769821580207155e-10,2.0958831465704299e-13,2.0958831465704299e-13,5.890001560068092e-11,1.8350736078599947e-09,2.3474829678542566e-12,2.0958831465704299e-13,2.0958831465704299e-13,2.0958831465704299e-13,2.0958831465704299e-13,2.0958831465704299e-13,2.0958831465704299e-13,2.0958831465704299e-13,2.0958831465704299e-13,2.0958831465704299e-13,5.497903279031088e-12,2.0958831465704299e-13,2.0958831465704299e-13,2.0958831465704299e-13,2.0958831465704299e-13,2.0958831465704299e-13,2.0958831465704299e-13,1.992521157164687e-12,3.205185000065531e-13
14,1.0,0.684264618330735,H-3,AdultMale,MemberOfPublicFullDay,S,0.01,1.961155190986489e-10,1.9663814251463264e-13,1.9663814251463264e-13,6.683963023908744e-11,1.5637309390645106e-09,2.6241442456005593e-12,1.9663814251463264e-13,1.9663814251463264e-13,1.9663814251463264e-13,1.9663814251463264e-13,1.9663814251463264e-13,1.9663814251463264e-13,1.9663814251463264e-13,1.9663814251463264e-13,1.9663814251463264e-13,6.201241414629437e-12,1.9663814251463264e-13,1.9663814251463264e-13,1.9663814251463264e-13,1.9663814251463264e-13,1.9663814251463264e-13,1.9663814251463264e-13,2.5104905305794767e-12,3.227393732293218e-13
15,2.0,1.39031623891994,H-3,AdultMale,MemberOfPublicFullDay,S,0.01,1.4351059961795409e-10,1.7594043255889256e-13,1.7594043255889256e-13,8.077034334112475e-11,1.1110378228713264e-09,3.1115247747051335e-12,1.7594043255889256e-13,1.7594043255889256e-13,1.7594043255889256e-13,1.7594043255889256e-13,1.7594043255889256e-13,1.7594043255889256e-13,1.7594043255889256e-13,1.7594043255889256e-13,1.7594043255889256e-13,7.437179834515133e-12,1.7594043255889256e-13,1.7594043255889256e-13,1.7594043255889256e-13,1.7594043255889256e-13,1.7594043255889256e-13,1.7594043255889256e-13,3.3806716276143674e-12,3.2863688571240133e-13
16,3.0,2.09701887276191,H-3,AdultMale,MemberOfPublicFullDay,S,0.01,1.1230669665280898e-10,1.592920414619019e-13,1.592920414619019e-13,8.462736389042654e-11,8.47109577563987e-10,3.235927221423789e-12,1.592920414619019e-13,1.592920414619019e-13,1.592920414619019e-13,1.592920414619019e-13,1.592920414619019e-13,1.592920414619019e-13,1.592920414619019e-13,1.592920414619019e-13,1.592920414619019e-13,7.769377946840072e-12,1.592920414619019e-13,1.592920414619019e-13,1.592920414619019e-13,1.592920414619019e-13,1.592920414619019e-13,1.592920414619019e-13,3.672308033192593e-12,3.194021449198208e-13
17,5.0,3.51090047159474,H-3,AdultMale,MemberOfPublicFullDay,S,0.01,7.428651368265985e-11,1.3321656395230282e-13,1.3321656395230282e-13,8.358379877421949e-11,5.31521307097252e-10,3.1727479701691374e-12,1.3321656395230282e-13,1.3321656395230282e-13,1.3321656395230282e-13,1.3321656395230282e-13,1.3321656395230282e-13,1.3321656395230282e-13,1.3321656395230282e-13,1.3321656395230282e-13,1.3321656395230282e-13,7.651482991512522e-12,1.3321656395230282e-13,1.3321656395230282e-13,1.3321656395230282e-13,1.3321656395230282e-13,1.3321656395230282e-13,1.3321656395230282e-13,3.75093497729242e-12,2.914689786224149e-13
18,7.0,4.92496943275643,H-3,AdultMale,MemberOfPublicFullDay,S,0.01,5.287447780612066e-11,1.153443393201997e-13,1.153443393201997e-13,7.985261673997287e-11,3.5707023832329107e-10,3.0196039269661094e-12,1.153443393201997e-13,1.153443393201997e-13,1.153443393201997e-13,1.153443393201997e-13,1.153443393201997e-13,1.153443393201997e-13,1.153443393201997e-13,1.153443393201997e-13,1.153443393201997e-13,7.29899388881621e-12,1.153443393201997e-13,1.153443393201997e-13,1.153443393201997e-13,1.153443393201997e-13,1.153443393201997e-13,1.153443393201997e-13,3.647374251888056e-12,2.665913418827332e-13
19,10.0,7.04618039366642,H-3,AdultMale,MemberOfPublicFullDay,S,0.01,3.508296276703778e-11,9.792939327917148e-14,9.792939327917148e-14,7.422634311158068e-11,2.1475290894832683e-10,2.797881682903871e-12,9.792939327917148e-14,9.792939327917148e-14,9.792939327917148e-14,9.792939327917148e-14,9.792939327917148e-14,9.792939327917148e-14,9.792939327917148e-14,9.792939327917148e-14,9.792939327917148e-14,6.776207288945124e-12,9.792939327917148e-14,9.792939327917148e-14,9.792939327917148e-14,9.792939327917148e-14,9.792939327917148e-14,9.792939327917148e-14,3.443769588487341e-12,2.3856751731408544e-13
20,15.0,10.5816286672579,H-3,AdultMale,MemberOfPublicFullDay,S,0.01,2.1309724328953355e-11,8.157183284441091e-14,8.157183284441091e-14,6.703558399184478e-11,1.0753726278012786e-10,2.520201525668678e-12,8.157183284441091e-14,8.157183284441091e-14,8.157183284441091e-14,8.157183284441091e-14,8.157183284441091e-14,8.157183284441091e-14,8.157183284441091e-14,8.157183284441091e-14,8.157183284441091e-14,6.113455204766496e-12,8.157183284441091e-14,8.157183284441091e-14,8.157183284441091e-14,8.157183284441091e-14,8.157183284441091e-14,8.157183284441091e-14,3.1542273963623574e-12,2.0862303716387847e-13
21,20.0,14.1171195731688,H-3,AdultMale,MemberOfPublicFullDay,S,0.01,1.5123705794615777e-11,7.255453481629454e-14,7.255453481629454e-14,6.21566773054766e-11,6.110434828819897e-11,2.3338057962228285e-12,7.255453481629454e-14,7.255453481629454e-14,7.255453481629454e-14,7.255453481629454e-14,7.255453481629454e-14,7.255453481629454e-14,7.255453481629454e-14,7.255453481629454e-14,7.255453481629454e-14,5.665686820993697e-12,7.255453481629454e-14,7.255453481629454e-14,7.255453481629454e-14,7.255453481629454e-14,7.255453481629454e-14,7.255453481629454e-14,2.9471907419651287e-12,1.9037704572721133e-13
